author,author_type,location,deal_type,accommodation_type,floors_count,rooms_count,total_meters,price,district,underground,price_per_meter,availability_underground
Est-a-Tet Агент,real_estate_agent,Москва,sale,flat,28,4,106.9,51350000.0,Раменки,Раменки,480355,True
ЛюксДом,real_estate_agent,Москва,sale,flat,18,4,165.9,187380179.0,Пресненский,Улица 1905 года,1129477,True
Villagio Realty,real_estate_agent,Москва,sale,flat,16,4,156.0,68300000.0,Тимирязевский,Тимирязевская,437821,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,5,4,101.2,120000000.0,Пресненский,Тверская,1185771,True
Центр-Инвест,developer,Москва,sale,flat,35,4,94.1,31944213.0,Левобережный,Речной вокзал,339471,True
Основа,developer,Москва,sale,flat,36,4,92.8,27654400.0,Ярославский,Ростокино,298000,True
3SGroup,developer,Москва,sale,flat,29,4,96.6,34995150.0,Богородское,Бульвар Рокоссовского,362269,True
Спартак,developer,Москва,sale,flat,2,4,153.3,35948850.0,Ясенево,Тёплый Стан,234500,True
А101,developer,Москва,sale,flat,16,4,86.7,36929382.0,Сокол,Октябрьское поле,425944,True
Kalinka Group,real_estate_agent,Москва,sale,flat,7,4,190.1,135000000.0,Мещанский,Проспект Мира,710153,True
ФСК,developer,Москва,sale,flat,26,4,99.0,30120404.0,Покровское-Стрешнево,Трикотажная,304247,True
Point Estate Город,real_estate_agent,Москва,sale,flat,19,4,92.0,53000000.0,Богородское,Белокаменная,576087,True
Сергей Климешов,realtor,Москва,sale,flat,85,4,285.0,251000000.0,Пресненский,Деловой центр,880702,True
BARNES International Realty,real_estate_agent,Москва,sale,flat,7,4,183.0,151825991.0,Тверской,Трубная,829650,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,10,4,115.0,56900000.0,Даниловский,Технопарк,494783,True
Contact Real Estate,real_estate_agent,Москва,sale,flat,11,4,199.0,268650000.0,Хамовники,Фрунзенская,1350000,True
ЕСН,real_estate_agent,Москва,sale,flat,23,4,90.2,44099000.0,Ростокино,Ботанический сад,488902,True
NIKA ESTATE,real_estate_agent,Москва,sale,flat,41,4,97.72,55000000.0,Раменки,Кутузовская,562833,True
Level Group,developer,Москва,sale,flat,32,4,93.4,46575716.0,Хорошево-Мневники,Шелепиха,498669,True
TimeProperty,real_estate_agent,Москва,sale,flat,60,4,175.2,243000000.0,Пресненский,Деловой центр,1386986,True
do A.S.A.P.,real_estate_agent,Москва,sale,flat,12,4,142.0,99000000.0,Раменки,Мичуринский проспект,697183,True
Whitewill,real_estate_agent,Москва,sale,flat,6,4,101.0,120000000.0,Пресненский,Тверская,1188119,True
NIKA ESTATE,real_estate_agent,Москва,sale,flat,3,4,170.0,171500000.0,Мещанский,Трубная,1008824,True
VESPER,developer,Москва,sale,flat,5,4,453.2,1042360000.0,Пресненский,Маяковская,2300000,True
Ашихмин и партнёры,real_estate_agent,Москва,sale,flat,6,4,203.27,650560000.0,Мещанский,Кузнецкий мост,3200472,True
MR Group,developer,Москва,sale,flat,46,4,101.7,42853224.0,Даниловский,Павелецкая,421369,True
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,73,4,320.0,635000000.0,Пресненский,Деловой центр,1984375,True
Tekta Group,developer,Москва,sale,flat,32,4,95.8,50314160.0,Даниловский,Павелецкая,525200,True
Пионер,developer,Москва,sale,flat,47,4,121.3,80388664.0,Даниловский,Павелецкая,662726,True
Intermark Real Estate,real_estate_agent,Москва,sale,flat,9,4,185.0,228750000.0,Хамовники,Парк Культуры,1236486,True
ФСК,developer,Москва,sale,flat,46,4,103.1,54926525.0,Хорошевский,Беговая,532750,True
Пионер,developer,Москва,sale,flat,39,4,107.6,86399895.0,Даниловский,Павелецкая,802973,True
VESPER,developer,Москва,sale,flat,21,4,359.5,585463725.0,Пресненский,Улица 1905 года,1628550,True
MR Group,developer,Москва,sale,flat,57,4,101.42,60710012.0,Филевский парк,Фили,598600,True
UNIQ Development,developer,Москва,sale,flat,25,4,167.7,246519000.0,Фили-Давыдково,Кунцевская,1470000,True
Soul Estate,real_estate_agent,Москва,sale,flat,53,4,231.0,160000000.0,Раменки,Ломоносовский проспект,692641,True
Киноцентр,developer,Москва,sale,flat,20,4,196.4,189918800.0,Пресненский,Краснопресненская,967000,True
Tekta Group,developer,Москва,sale,flat,33,4,103.6,55747160.0,Даниловский,Павелецкая,538100,True
Dominanta,developer,Москва,sale,flat,34,4,143.4,109055700.0,Раменки,Парк Победы,760500,True
Absolute Premium,developer,Москва,sale,flat,18,4,154.6,183143000.0,Хамовники,Воробьёвы горы,1184625,True
ANT Development,developer,Москва,sale,flat,13,4,148.9,251003827.0,Дорогомилово,Парк Победы,1685721,True
Экран,developer,Москва,sale,flat,3,4,267.5,535000000.0,Замоскворечье,Третьяковская,2000000,True
Sminex,developer,Москва,sale,flat,6,4,468.5,1142800000.0,Хамовники,Кропоткинская,2439274,True
Донстрой,developer,Москва,sale,flat,19,4,201.0,405417000.0,Замоскворечье,Новокузнецкая,2017000,True
MR Group,developer,Москва,sale,flat,7,4,259.88,805628000.0,Арбат,Арбатская,3100000,True
Стадион Спартак,developer,Москва,sale,flat,10,4,178.1,136780800.0,Покровское-Стрешнево,Спартак,768000,True
MR Group,developer,Москва,sale,flat,43,4,153.61,102565397.0,Савеловский,Дмитровская,667700,True
Аеон-Девелопмент,developer,Москва,sale,flat,46,4,133.8,149219173.0,Дорогомилово,Фили,1115240,True
MR Group,developer,Москва,sale,flat,7,4,262.84,788520000.0,Арбат,Арбатская,3000000,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,40,4,84.5,41500000.0,Даниловский,ЗИЛ,491124,True
Whitewill,real_estate_agent,Москва,sale,flat,27,4,95.1,53000000.0,Лефортово,Площадь Ильича,557308,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,9,4,181.5,170000000.0,Хамовники,Киевская,936639,True
Monumental Group,real_estate_agent,Москва,sale,flat,6,4,171.0,179895000.0,Хамовники,Парк Культуры,1052018,True
Андрей Давыдов,realtor,Москва,sale,flat,11,4,151.0,188750000.0,Дорогомилово,Парк Победы,1250000,True
Whitewill,real_estate_agent,Москва,sale,flat,60,4,175.0,243000000.0,Пресненский,Деловой центр,1388571,True
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,60,4,175.0,243000000.0,Пресненский,Деловой центр,1388571,True
Whitewill,real_estate_agent,Москва,sale,flat,7,4,227.0,960923999.0,Хамовники,Спортивная,4233145,True
PEOPLE,real_estate_agent,Москва,sale,flat,52,4,109.7,54900000.0,Раменки,Раменки,500456,True
Whitewill,real_estate_agent,Москва,sale,flat,48,4,104.8,60000000.0,Ростокино,Ботанический сад,572519,True
PANDA ESTATE,real_estate_agent,Москва,sale,flat,29,4,100.0,60000000.0,Фили-Давыдково,Кунцевская,600000,True
Whitewill,real_estate_agent,Москва,sale,flat,19,4,131.7,73500000.0,Пресненский,Белорусская,558087,True
Whitewill,real_estate_agent,Москва,sale,flat,21,4,125.5,87000000.0,Басманный,Чкаловская,693227,True
333980,real_estate_agent,Москва,sale,flat,19,4,154.0,110000000.0,Раменки,Университет,714286,True
Whitewill,real_estate_agent,Москва,sale,flat,17,4,117.2,130000000.0,Замоскворечье,Серпуховская,1109215,True
333980,real_estate_agent,Москва,sale,flat,17,4,186.5,135000000.0,Раменки,Университет,723861,True
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,67,4,131.0,137550000.0,Пресненский,Москва-Сити,1050000,True
333980,real_estate_agent,Москва,sale,flat,17,4,194.0,138000000.0,Раменки,Университет,711340,True
Monumental Group,real_estate_agent,Москва,sale,flat,8,4,181.5,170000000.0,Хамовники,Киевская,936639,True
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,6,4,190.6,217080000.0,Раменки,Минская,1138930,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,8,4,185.0,228750000.0,Хамовники,Парк Культуры,1236486,True
Whitewill,real_estate_agent,Москва,sale,flat,15,4,220.0,374760359.0,Дорогомилово,Студенческая,1703456,True
Soul Estate,real_estate_agent,Москва,sale,flat,8,4,246.0,470852759.0,Хамовники,Парк Культуры,1914036,True
Whitewill,real_estate_agent,Москва,sale,flat,4,4,241.2,550000000.0,Арбат,Арбатская,2280265,True
Этажи Москва,real_estate_agent,Москва,sale,flat,22,4,100.1,23500000.0,Восточное Измайлово,Первомайская,234765,True
Whitewill,real_estate_agent,Москва,sale,flat,30,4,83.0,28500000.0,Южнопортовый,Дубровка,343373,True
RMRealty,real_estate_agent,Москва,sale,flat,22,4,111.0,36500000.0,Кунцево,Кунцевская,328829,True
AR Realty - Real Estate Agency,real_estate_agent,Москва,sale,flat,27,4,92.0,37500000.0,Хорошевский,Полежаевская,407609,True
ГОРОБМЕН,real_estate_agent,Москва,sale,flat,9,4,70.0,13200000.0,Чертаново Южное,Улица Академика Янгеля,188571,True
Елена Шестакова,realtor,Москва,sale,flat,9,4,65.0,13700000.0,Вешняки,Новогиреево,210769,True
1-й ДСК,developer,Москва,sale,flat,15,4,68.2,15497768.0,Молжаниновский,Подрезково,227240,True
1-й ДСК,developer,Москва,sale,flat,15,4,62.9,15593067.0,Молжаниновский,Подрезково,247902,True
Октава-Недвижимость,real_estate_agent,Москва,sale,flat,9,4,62.0,16200000.0,Чертаново Центральное,Южная,261290,True
1-й ДСК,developer,Москва,sale,flat,14,4,68.4,16220410.0,Молжаниновский,Химки,237140,True
А101,developer,Москва,sale,flat,22,4,83.7,18598140.0,Южное Бутово,Бунинская аллея,222200,True
1-й ДСК,developer,Москва,sale,flat,15,4,101.1,18671654.0,Молжаниновский,Подрезково,184685,True
А101,developer,Москва,sale,flat,11,4,79.7,18857020.0,Южное Бутово,Бунинская аллея,236600,True
ID 73038306,real_estate_agent,Москва,sale,flat,9,1,32.0,13950000.0,Савеловский,Дмитровская,435938,True
MR Group,developer,Москва,sale,flat,30,1,37.5,17725242.0,Южнопортовый,Дубровка,472673,True
ЕСН,real_estate_agent,Москва,sale,flat,14,1,35.0,10500000.0,Северное Тушино,Планерная,300000,True
Forma,developer,Москва,sale,flat,25,1,46.8,25576200.0,Аэропорт,Сокол,546500,True
Галс-Девелопмент,developer,Москва,sale,flat,12,1,73.2,57169200.0,Замоскворечье,Павелецкая,781000,True
Среда,developer,Москва,sale,flat,13,1,39.2,16195675.0,Очаково-Матвеевское,Аминьевская,413155,True
